21	[0.8646612589473669, 0.8638517082122416, 0.8643654990360905, 0.8637408370341498, 0.8624656145863681, 0.8644820480883544, 0.8659314325384225, 0.8619014371172369, 0.8506739726736323, 0.8510959594871222, 0.870674598058382, 0.8486634282562159, 0.8714160808695763, 0.8737778999550261, 0.8926764074268254, 0.881351242695346, 0.8739374240446675, 0.8654500935873274, 0.876698088386768, 0.8732095337434346, 0.8725592907654103, 0.8745101346625164, 0.8730060051597909, 0.8725996074538925, 0.8732577554384708, 0.8732448126027275, 0.8717479415509921, 0.8716478119199619, 0.8700351539796364, 0.8707383823418283, 0.8702329219109949, 0.8673512329985591]	[0.8648306428343008, 0.8654355740225722, 0.8651010921549661, 0.8657913265146333, 0.8668753593131963, 0.8650627164855312, 0.8637154163950352, 0.8675052648056765, 0.8756409910498703, 0.8715890551189025, 0.8488981091003741, 0.7998767553294012, 0.7919771499602227, 0.8105184093591575, 0.8263631702006142, 0.8067034775580781, 0.8199365799994958, 0.8238712685188768, 0.8346387870027424, 0.8466725719722635, 0.8502900220987035, 0.8518595833319759, 0.8555211493140861, 0.8580086016584338, 0.8573432511964443, 0.8574606718895665, 0.8568322260139714, 0.8560564679510118, 0.8565500835995198, 0.8548055219640738, 0.8557073038450667, 0.8582154571874905]	
22	[0.8646612589473669, 0.8638517082122416, 0.8643654990360905, 0.8637408370341498, 0.8624656145863681, 0.8644820480883544, 0.8659314325384225, 0.8619014371172369, 0.8506739726736323, 0.8510959594871222, 0.870674598058382, 0.8486634282562159, 0.8714160808695763, 0.8737778999550261, 0.8926764074268254, 0.881351242695346, 0.8739374240446675, 0.8654500935873274, 0.876698088386768, 0.8732095337434346, 0.8725592907654103, 0.8745101346625164, 0.8730060051597909, 0.8725996074538925, 0.8732577554384708, 0.8732448126027275, 0.8717479415509921, 0.8716478119199619, 0.8700351539796364, 0.8707383823418283, 0.8702329219109949, 0.8673512329985591]	[0.8648306428343008, 0.8654355740225722, 0.8651010921549661, 0.8657913265146333, 0.8668753593131963, 0.8650627164855312, 0.8637154163950352, 0.8675052648056765, 0.8756409910498703, 0.8715890551189025, 0.8488981091003741, 0.7998767553294012, 0.7919771499602227, 0.8105184093591575, 0.8263631702006142, 0.8067034775580781, 0.8199365799994958, 0.8238712685188768, 0.8346387870027424, 0.8466725719722635, 0.8502900220987035, 0.8518595833319759, 0.8555211493140861, 0.8580086016584338, 0.8573432511964443, 0.8574606718895665, 0.8568322260139714, 0.8560564679510118, 0.8565500835995198, 0.8548055219640738, 0.8557073038450667, 0.8582154571874905]	
23	[0.8646612589473669, 0.8638517082122416, 0.8643654990360905, 0.8637408370341498, 0.8624656145863681, 0.8644820480883544, 0.8659314325384225, 0.8619014371172369, 0.8506739726736323, 0.8510959594871222, 0.870674598058382, 0.8486634282562159, 0.8714160808695763, 0.8737778999550261, 0.8926764074268254, 0.881351242695346, 0.8739374240446675, 0.8654500935873274, 0.876698088386768, 0.8732095337434346, 0.8725592907654103, 0.8745101346625164, 0.8730060051597909, 0.8725996074538925, 0.8732577554384708, 0.8732448126027275, 0.8717479415509921, 0.8716478119199619, 0.8700351539796364, 0.8707383823418283, 0.8702329219109949, 0.8673512329985591]	[0.8648306428343008, 0.8654355740225722, 0.8651010921549661, 0.8657913265146333, 0.8668753593131963, 0.8650627164855312, 0.8637154163950352, 0.8675052648056765, 0.8756409910498703, 0.8715890551189025, 0.8488981091003741, 0.7998767553294012, 0.7919771499602227, 0.8105184093591575, 0.8263631702006142, 0.8067034775580781, 0.8199365799994958, 0.8238712685188768, 0.8346387870027424, 0.8466725719722635, 0.8502900220987035, 0.8518595833319759, 0.8555211493140861, 0.8580086016584338, 0.8573432511964443, 0.8574606718895665, 0.8568322260139714, 0.8560564679510118, 0.8565500835995198, 0.8548055219640738, 0.8557073038450667, 0.8582154571874905]	
24	[0.8646612589473669, 0.8638517082122416, 0.8643654990360905, 0.8637408370341498, 0.8624656145863681, 0.8644820480883544, 0.8659314325384225, 0.8619014371172369, 0.8506739726736323, 0.8510959594871222, 0.870674598058382, 0.8486634282562159, 0.8714160808695763, 0.8737778999550261, 0.8926764074268254, 0.881351242695346, 0.8739374240446675, 0.8654500935873274, 0.876698088386768, 0.8732095337434346, 0.8725592907654103, 0.8745101346625164, 0.8730060051597909, 0.8725996074538925, 0.8732577554384708, 0.8732448126027275, 0.8717479415509921, 0.8716478119199619, 0.8700351539796364, 0.8707383823418283, 0.8702329219109949, 0.8673512329985591]	[0.8648306428343008, 0.8654355740225722, 0.8651010921549661, 0.8657913265146333, 0.8668753593131963, 0.8650627164855312, 0.8637154163950352, 0.8675052648056765, 0.8756409910498703, 0.8715890551189025, 0.8488981091003741, 0.7998767553294012, 0.7919771499602227, 0.8105184093591575, 0.8263631702006142, 0.8067034775580781, 0.8199365799994958, 0.8238712685188768, 0.8346387870027424, 0.8466725719722635, 0.8502900220987035, 0.8518595833319759, 0.8555211493140861, 0.8580086016584338, 0.8573432511964443, 0.8574606718895665, 0.8568322260139714, 0.8560564679510118, 0.8565500835995198, 0.8548055219640738, 0.8557073038450667, 0.8582154571874905]	
25	[0.8646612589473669, 0.8638517082122416, 0.8643654990360905, 0.8637408370341498, 0.8624656145863681, 0.8644820480883544, 0.8659314325384225, 0.8619014371172369, 0.8506739726736323, 0.8510959594871222, 0.870674598058382, 0.8486634282562159, 0.8714160808695763, 0.8737778999550261, 0.8926764074268254, 0.881351242695346, 0.8739374240446675, 0.8654500935873274, 0.876698088386768, 0.8732095337434346, 0.8725592907654103, 0.8745101346625164, 0.8730060051597909, 0.8725996074538925, 0.8732577554384708, 0.8732448126027275, 0.8717479415509921, 0.8716478119199619, 0.8700351539796364, 0.8707383823418283, 0.8702329219109949, 0.8673512329985591]	[0.8648306428343008, 0.8654355740225722, 0.8651010921549661, 0.8657913265146333, 0.8668753593131963, 0.8650627164855312, 0.8637154163950352, 0.8675052648056765, 0.8756409910498703, 0.8715890551189025, 0.8488981091003741, 0.7998767553294012, 0.7919771499602227, 0.8105184093591575, 0.8263631702006142, 0.8067034775580781, 0.8199365799994958, 0.8238712685188768, 0.8346387870027424, 0.8466725719722635, 0.8502900220987035, 0.8518595833319759, 0.8555211493140861, 0.8580086016584338, 0.8573432511964443, 0.8574606718895665, 0.8568322260139714, 0.8560564679510118, 0.8565500835995198, 0.8548055219640738, 0.8557073038450667, 0.8582154571874905]	
26	[0.8646612589473669, 0.8638517082122416, 0.8643654990360905, 0.8637408370341498, 0.8624656145863681, 0.8644820480883544, 0.8659314325384225, 0.8619014371172369, 0.8506739726736323, 0.8510959594871222, 0.870674598058382, 0.8486634282562159, 0.8714160808695763, 0.8737778999550261, 0.8926764074268254, 0.881351242695346, 0.8739374240446675, 0.8654500935873274, 0.876698088386768, 0.8732095337434346, 0.8725592907654103, 0.8745101346625164, 0.8730060051597909, 0.8725996074538925, 0.8732577554384708, 0.8732448126027275, 0.8717479415509921, 0.8716478119199619, 0.8700351539796364, 0.8707383823418283, 0.8702329219109949, 0.8673512329985591]	[0.8648306428343008, 0.8654355740225722, 0.8651010921549661, 0.8657913265146333, 0.8668753593131963, 0.8650627164855312, 0.8637154163950352, 0.8675052648056765, 0.8756409910498703, 0.8715890551189025, 0.8488981091003741, 0.7998767553294012, 0.7919771499602227, 0.8105184093591575, 0.8263631702006142, 0.8067034775580781, 0.8199365799994958, 0.8238712685188768, 0.8346387870027424, 0.8466725719722635, 0.8502900220987035, 0.8518595833319759, 0.8555211493140861, 0.8580086016584338, 0.8573432511964443, 0.8574606718895665, 0.8568322260139714, 0.8560564679510118, 0.8565500835995198, 0.8548055219640738, 0.8557073038450667, 0.8582154571874905]	
27	[0.8646612589473669, 0.8638517082122416, 0.8643654990360905, 0.8637408370341498, 0.8624656145863681, 0.8644820480883544, 0.8659314325384225, 0.8619014371172369, 0.8506739726736323, 0.8510959594871222, 0.870674598058382, 0.8486634282562159, 0.8714160808695763, 0.8737778999550261, 0.8926764074268254, 0.881351242695346, 0.8739374240446675, 0.8654500935873274, 0.876698088386768, 0.8732095337434346, 0.8725592907654103, 0.8745101346625164, 0.8730060051597909, 0.8725996074538925, 0.8732577554384708, 0.8732448126027275, 0.8717479415509921, 0.8716478119199619, 0.8700351539796364, 0.8707383823418283, 0.8702329219109949, 0.8673512329985591]	[0.8648306428343008, 0.8654355740225722, 0.8651010921549661, 0.8657913265146333, 0.8668753593131963, 0.8650627164855312, 0.8637154163950352, 0.8675052648056765, 0.8756409910498703, 0.8715890551189025, 0.8488981091003741, 0.7998767553294012, 0.7919771499602227, 0.8105184093591575, 0.8263631702006142, 0.8067034775580781, 0.8199365799994958, 0.8238712685188768, 0.8346387870027424, 0.8466725719722635, 0.8502900220987035, 0.8518595833319759, 0.8555211493140861, 0.8580086016584338, 0.8573432511964443, 0.8574606718895665, 0.8568322260139714, 0.8560564679510118, 0.8565500835995198, 0.8548055219640738, 0.8557073038450667, 0.8582154571874905]	
28	[0.8646612589473669, 0.8638517082122416, 0.8643654990360905, 0.8637408370341498, 0.8624656145863681, 0.8644820480883544, 0.8659314325384225, 0.8619014371172369, 0.8506739726736323, 0.8510959594871222, 0.870674598058382, 0.8486634282562159, 0.8714160808695763, 0.8737778999550261, 0.8926764074268254, 0.881351242695346, 0.8739374240446675, 0.8654500935873274, 0.876698088386768, 0.8732095337434346, 0.8725592907654103, 0.8745101346625164, 0.8730060051597909, 0.8725996074538925, 0.8732577554384708, 0.8732448126027275, 0.8717479415509921, 0.8716478119199619, 0.8700351539796364, 0.8707383823418283, 0.8702329219109949, 0.8673512329985591]	[0.8648306428343008, 0.8654355740225722, 0.8651010921549661, 0.8657913265146333, 0.8668753593131963, 0.8650627164855312, 0.8637154163950352, 0.8675052648056765, 0.8756409910498703, 0.8715890551189025, 0.8488981091003741, 0.7998767553294012, 0.7919771499602227, 0.8105184093591575, 0.8263631702006142, 0.8067034775580781, 0.8199365799994958, 0.8238712685188768, 0.8346387870027424, 0.8466725719722635, 0.8502900220987035, 0.8518595833319759, 0.8555211493140861, 0.8580086016584338, 0.8573432511964443, 0.8574606718895665, 0.8568322260139714, 0.8560564679510118, 0.8565500835995198, 0.8548055219640738, 0.8557073038450667, 0.8582154571874905]	
29	[0.8646612589473669, 0.8638517082122416, 0.8643654990360905, 0.8637408370341498, 0.8624656145863681, 0.8644820480883544, 0.8659314325384225, 0.8619014371172369, 0.8506739726736323, 0.8510959594871222, 0.870674598058382, 0.8486634282562159, 0.8714160808695763, 0.8737778999550261, 0.8926764074268254, 0.881351242695346, 0.8739374240446675, 0.8654500935873274, 0.876698088386768, 0.8732095337434346, 0.8725592907654103, 0.8745101346625164, 0.8730060051597909, 0.8725996074538925, 0.8732577554384708, 0.8732448126027275, 0.8717479415509921, 0.8716478119199619, 0.8700351539796364, 0.8707383823418283, 0.8702329219109949, 0.8673512329985591]	[0.8648306428343008, 0.8654355740225722, 0.8651010921549661, 0.8657913265146333, 0.8668753593131963, 0.8650627164855312, 0.8637154163950352, 0.8675052648056765, 0.8756409910498703, 0.8715890551189025, 0.8488981091003741, 0.7998767553294012, 0.7919771499602227, 0.8105184093591575, 0.8263631702006142, 0.8067034775580781, 0.8199365799994958, 0.8238712685188768, 0.8346387870027424, 0.8466725719722635, 0.8502900220987035, 0.8518595833319759, 0.8555211493140861, 0.8580086016584338, 0.8573432511964443, 0.8574606718895665, 0.8568322260139714, 0.8560564679510118, 0.8565500835995198, 0.8548055219640738, 0.8557073038450667, 0.8582154571874905]	
30	[0.8646612589473669, 0.8638517082122416, 0.8643654990360905, 0.8637408370341498, 0.8624656145863681, 0.8644820480883544, 0.8659314325384225, 0.8619014371172369, 0.8506739726736323, 0.8510959594871222, 0.870674598058382, 0.8486634282562159, 0.8714160808695763, 0.8737778999550261, 0.8926764074268254, 0.881351242695346, 0.8739374240446675, 0.8654500935873274, 0.876698088386768, 0.8732095337434346, 0.8725592907654103, 0.8745101346625164, 0.8730060051597909, 0.8725996074538925, 0.8732577554384708, 0.8732448126027275, 0.8717479415509921, 0.8716478119199619, 0.8700351539796364, 0.8707383823418283, 0.8702329219109949, 0.8673512329985591]	[0.8648306428343008, 0.8654355740225722, 0.8651010921549661, 0.8657913265146333, 0.8668753593131963, 0.8650627164855312, 0.8637154163950352, 0.8675052648056765, 0.8756409910498703, 0.8715890551189025, 0.8488981091003741, 0.7998767553294012, 0.7919771499602227, 0.8105184093591575, 0.8263631702006142, 0.8067034775580781, 0.8199365799994958, 0.8238712685188768, 0.8346387870027424, 0.8466725719722635, 0.8502900220987035, 0.8518595833319759, 0.8555211493140861, 0.8580086016584338, 0.8573432511964443, 0.8574606718895665, 0.8568322260139714, 0.8560564679510118, 0.8565500835995198, 0.8548055219640738, 0.8557073038450667, 0.8582154571874905]	
31	[0.8646612589473669, 0.8638517082122416, 0.8643654990360905, 0.8637408370341498, 0.8624656145863681, 0.8644820480883544, 0.8659314325384225, 0.8619014371172369, 0.8506739726736323, 0.8510959594871222, 0.870674598058382, 0.8486634282562159, 0.8714160808695763, 0.8737778999550261, 0.8926764074268254, 0.881351242695346, 0.8739374240446675, 0.8654500935873274, 0.876698088386768, 0.8732095337434346, 0.8725592907654103, 0.8745101346625164, 0.8730060051597909, 0.8725996074538925, 0.8732577554384708, 0.8732448126027275, 0.8717479415509921, 0.8716478119199619, 0.8700351539796364, 0.8707383823418283, 0.8702329219109949, 0.8673512329985591]	[0.8648306428343008, 0.8654355740225722, 0.8651010921549661, 0.8657913265146333, 0.8668753593131963, 0.8650627164855312, 0.8637154163950352, 0.8675052648056765, 0.8756409910498703, 0.8715890551189025, 0.8488981091003741, 0.7998767553294012, 0.7919771499602227, 0.8105184093591575, 0.8263631702006142, 0.8067034775580781, 0.8199365799994958, 0.8238712685188768, 0.8346387870027424, 0.8466725719722635, 0.8502900220987035, 0.8518595833319759, 0.8555211493140861, 0.8580086016584338, 0.8573432511964443, 0.8574606718895665, 0.8568322260139714, 0.8560564679510118, 0.8565500835995198, 0.8548055219640738, 0.8557073038450667, 0.8582154571874905]	
